action,table,rows_accessed,status,timestamp,risk_label
INSERT,users,7222,failed,2026-03-29 01:47:39.095079,1
DELETE,orders,5686,success,2026-03-25 23:24:39.095079,0
INSERT,users,3300,success,2026-03-30 01:02:39.095079,0
UPDATE,payments,3068,success,2026-03-28 15:53:39.095079,0
UPDATE,users,5956,failed,2026-03-28 10:07:39.095079,1
INSERT,payments,568,failed,2026-03-25 15:48:39.095079,0
UPDATE,payments,1001,success,2026-03-29 15:41:39.095079,0
INSERT,payments,885,failed,2026-03-30 09:53:39.095079,0
EXPORT,users,114,success,2026-03-27 06:44:39.095079,0
DELETE,payments,7410,failed,2026-03-25 09:56:39.095079,1
INSERT,logs,1373,success,2026-03-27 11:31:39.095079,0
EXPORT,payments,6648,success,2026-03-26 01:15:39.095079,1
UPDATE,users,5260,failed,2026-03-29 20:41:39.095079,1
SELECT,users,4948,failed,2026-03-27 08:13:39.095079,0
SELECT,orders,3778,success,2026-03-30 14:01:39.096079,0
DELETE,logs,81,failed,2026-03-24 15:31:39.096079,0
INSERT,users,8064,success,2026-03-26 07:13:39.096079,0
DELETE,logs,6460,success,2026-03-29 12:01:39.096079,0
DELETE,users,2925,success,2026-03-25 00:10:39.096079,1
INSERT,payments,6825,failed,2026-03-24 16:06:39.096079,1
INSERT,orders,6285,failed,2026-03-26 04:56:39.096079,1
UPDATE,orders,5307,success,2026-03-28 15:18:39.096079,0
EXPORT,payments,7172,failed,2026-03-28 05:59:39.096079,1
SELECT,logs,6374,success,2026-03-29 19:33:39.096079,0
INSERT,orders,960,success,2026-03-28 13:22:39.096079,0
UPDATE,logs,5530,success,2026-03-28 08:52:39.096079,0
INSERT,users,8066,success,2026-03-23 22:00:39.096079,0
DELETE,logs,2040,failed,2026-03-30 12:56:39.096079,0
UPDATE,logs,1465,success,2026-03-28 01:37:39.096079,0
DELETE,users,4031,success,2026-03-26 08:18:39.096079,1
DELETE,logs,8536,failed,2026-03-29 00:42:39.096079,1
SELECT,orders,8878,success,2026-03-30 04:57:39.096079,0
SELECT,orders,5561,success,2026-03-29 10:30:39.096079,0
EXPORT,logs,2376,success,2026-03-24 17:01:39.096079,1
INSERT,users,8222,success,2026-03-27 03:30:39.096079,0
UPDATE,orders,7298,success,2026-03-30 12:27:39.096079,0
EXPORT,orders,4411,success,2026-03-27 21:33:39.096079,1
SELECT,users,7250,failed,2026-03-28 06:32:39.096079,1
INSERT,orders,5862,success,2026-03-24 12:31:39.096079,0
UPDATE,logs,2857,success,2026-03-28 04:56:39.096079,0
SELECT,logs,5532,success,2026-03-28 00:47:39.096079,0
INSERT,payments,8303,failed,2026-03-28 12:33:39.096079,1
DELETE,payments,5398,success,2026-03-26 21:39:39.096079,0
INSERT,orders,7326,failed,2026-03-30 01:42:39.096079,1
EXPORT,logs,3931,failed,2026-03-29 00:51:39.096079,1
INSERT,users,5669,failed,2026-03-30 12:14:39.096079,1
EXPORT,logs,7974,failed,2026-03-28 15:57:39.097081,1
UPDATE,orders,3256,success,2026-03-25 13:15:39.097081,0
DELETE,orders,4669,success,2026-03-29 11:22:39.097081,0
SELECT,users,1000,success,2026-03-24 15:49:39.097081,0
INSERT,users,1024,failed,2026-03-28 04:50:39.097081,0
EXPORT,orders,2330,success,2026-03-26 15:18:39.097081,1
UPDATE,logs,1161,failed,2026-03-30 04:28:39.097081,0
EXPORT,logs,8506,success,2026-03-28 06:08:39.097591,1
INSERT,payments,7614,success,2026-03-24 23:04:39.097591,0
INSERT,payments,5239,success,2026-03-30 02:01:39.097591,0
EXPORT,logs,3671,failed,2026-03-30 08:40:39.097591,1
INSERT,users,7676,failed,2026-03-25 08:35:39.097591,1
SELECT,orders,4702,success,2026-03-25 05:32:39.097591,0
EXPORT,payments,4385,success,2026-03-29 09:00:39.097591,1
DELETE,logs,3694,success,2026-03-26 15:19:39.097591,0
UPDATE,users,337,failed,2026-03-23 21:27:39.097591,0
DELETE,payments,2895,failed,2026-03-27 05:54:39.097591,0
EXPORT,logs,4543,failed,2026-03-30 18:42:39.097591,1
EXPORT,users,6844,success,2026-03-28 08:28:39.097591,1
EXPORT,payments,3529,success,2026-03-28 00:11:39.097591,1
INSERT,users,9436,success,2026-03-29 19:04:39.097591,0
INSERT,payments,6721,success,2026-03-25 10:31:39.097591,0
INSERT,orders,739,failed,2026-03-26 02:10:39.097591,0
DELETE,logs,3580,success,2026-03-29 13:49:39.097591,0
EXPORT,payments,3419,success,2026-03-28 16:48:39.097591,1
SELECT,payments,8963,success,2026-03-26 12:14:39.097591,0
SELECT,users,8917,failed,2026-03-29 14:40:39.097591,1
SELECT,users,1900,success,2026-03-28 10:08:39.097591,0
UPDATE,payments,6645,failed,2026-03-27 11:12:39.097591,1
UPDATE,logs,6833,success,2026-03-24 04:47:39.097591,0
UPDATE,orders,4274,success,2026-03-30 05:16:39.097591,0
EXPORT,orders,972,success,2026-03-29 08:39:39.097591,0
INSERT,logs,7215,failed,2026-03-30 06:16:39.097591,1
EXPORT,users,9752,failed,2026-03-26 07:02:39.097591,1
SELECT,users,3334,success,2026-03-25 23:57:39.097591,0
SELECT,orders,6758,failed,2026-03-29 08:29:39.097591,1
DELETE,users,2327,failed,2026-03-30 05:24:39.097591,1
EXPORT,logs,9726,failed,2026-03-28 11:45:39.098883,1
UPDATE,users,3099,success,2026-03-30 18:35:39.098883,0
EXPORT,users,1919,failed,2026-03-24 13:20:39.098883,1
UPDATE,payments,5020,failed,2026-03-28 17:15:39.098883,1
INSERT,orders,7610,success,2026-03-28 23:59:39.098883,0
DELETE,users,5291,failed,2026-03-29 13:40:39.098883,1
EXPORT,logs,9714,failed,2026-03-24 22:00:39.098883,1
SELECT,payments,4221,failed,2026-03-28 12:34:39.098883,0
EXPORT,logs,4444,success,2026-03-28 22:16:39.098883,1
DELETE,orders,4204,success,2026-03-24 04:51:39.098883,0
SELECT,payments,9143,failed,2026-03-25 13:10:39.098883,1
EXPORT,orders,1266,success,2026-03-29 20:53:39.098883,1
SELECT,orders,3583,failed,2026-03-24 02:49:39.098883,0
EXPORT,payments,3939,success,2026-03-27 02:20:39.098883,1
DELETE,payments,4437,success,2026-03-27 05:55:39.098883,0
EXPORT,orders,7718,success,2026-03-29 03:38:39.098883,1
DELETE,logs,8689,failed,2026-03-25 11:37:39.098883,1
INSERT,logs,1585,failed,2026-03-29 22:36:39.098883,0
UPDATE,users,5521,success,2026-03-29 22:24:39.098883,0
INSERT,payments,3716,success,2026-03-24 08:15:39.098883,0
EXPORT,logs,1476,failed,2026-03-27 05:26:39.098883,1
DELETE,logs,3421,success,2026-03-26 02:24:39.098883,0
SELECT,users,6233,failed,2026-03-25 08:26:39.098883,1
UPDATE,users,9501,success,2026-03-25 17:44:39.098883,0
INSERT,orders,6402,success,2026-03-29 20:28:39.098883,0
UPDATE,payments,2711,failed,2026-03-27 16:39:39.098883,0
DELETE,logs,869,success,2026-03-30 17:44:39.098883,0
INSERT,payments,95,failed,2026-03-27 05:03:39.098883,0
SELECT,orders,2060,failed,2026-03-29 09:41:39.098883,0
UPDATE,payments,6608,failed,2026-03-25 13:17:39.099907,1
SELECT,orders,4467,success,2026-03-29 03:51:39.099907,0
INSERT,logs,261,success,2026-03-25 11:42:39.099907,0
INSERT,logs,4343,failed,2026-03-25 16:24:39.099907,0
UPDATE,logs,9770,failed,2026-03-26 14:29:39.099907,1
DELETE,orders,9758,failed,2026-03-30 11:08:39.099907,1
EXPORT,orders,37,failed,2026-03-27 00:07:39.099907,0
SELECT,logs,5607,success,2026-03-28 09:06:39.099907,0
EXPORT,users,4989,success,2026-03-28 14:02:39.099907,1
SELECT,logs,2580,success,2026-03-26 04:09:39.099907,0
SELECT,users,261,failed,2026-03-24 08:26:39.099907,0
EXPORT,logs,9166,failed,2026-03-30 13:51:39.099907,1
INSERT,users,8028,success,2026-03-30 04:55:39.099907,0
SELECT,payments,5274,success,2026-03-27 16:59:39.099907,0
UPDATE,logs,3308,success,2026-03-30 06:52:39.099907,0
INSERT,users,5076,success,2026-03-26 09:50:39.099907,0
DELETE,logs,625,success,2026-03-25 03:39:39.099907,0
INSERT,users,4183,success,2026-03-30 05:38:39.099907,0
EXPORT,payments,346,failed,2026-03-27 09:13:39.099907,0
SELECT,users,8745,success,2026-03-25 09:54:39.099907,0
EXPORT,payments,7762,success,2026-03-28 09:16:39.099907,1
DELETE,logs,9275,success,2026-03-29 06:42:39.099907,0
SELECT,logs,8127,failed,2026-03-29 09:51:39.099907,1
DELETE,orders,6110,failed,2026-03-26 22:47:39.100918,1
DELETE,payments,7802,success,2026-03-24 13:11:39.100918,0
INSERT,payments,2936,success,2026-03-26 06:09:39.100918,0
INSERT,payments,3106,success,2026-03-30 09:24:39.100918,0
EXPORT,users,6517,failed,2026-03-29 04:24:39.100918,1
INSERT,payments,3724,failed,2026-03-30 03:47:39.100918,0
INSERT,payments,9328,success,2026-03-30 12:38:39.100918,0
UPDATE,users,5656,failed,2026-03-26 20:15:39.100918,1
DELETE,logs,4124,success,2026-03-27 23:34:39.100918,0
DELETE,orders,6444,success,2026-03-25 07:31:39.100918,0
UPDATE,payments,7928,success,2026-03-28 07:29:39.100918,0
INSERT,payments,8558,success,2026-03-26 11:01:39.100918,0
INSERT,users,2010,success,2026-03-24 05:55:39.100918,0
SELECT,logs,3987,success,2026-03-26 03:45:39.100918,0
DELETE,logs,7330,failed,2026-03-24 20:44:39.100918,1
EXPORT,logs,7153,failed,2026-03-24 22:35:39.100918,1
EXPORT,payments,7799,success,2026-03-28 14:47:39.100918,1
EXPORT,payments,6641,success,2026-03-24 05:20:39.100918,1
DELETE,users,6118,success,2026-03-29 21:55:39.100918,1
INSERT,users,781,failed,2026-03-29 18:29:39.100918,0
UPDATE,logs,4063,success,2026-03-28 16:00:39.100918,0
DELETE,users,6765,success,2026-03-26 10:42:39.100918,1
EXPORT,users,4757,failed,2026-03-25 15:44:39.100918,1
SELECT,users,6684,failed,2026-03-27 08:39:39.100918,1
UPDATE,users,886,success,2026-03-28 01:36:39.100918,0
INSERT,orders,3521,failed,2026-03-27 05:22:39.100918,0
SELECT,users,8709,failed,2026-03-27 19:44:39.100918,1
EXPORT,orders,3707,success,2026-03-25 13:22:39.100918,1
DELETE,logs,9599,failed,2026-03-27 17:23:39.100918,1
INSERT,users,9531,success,2026-03-30 08:54:39.100918,0
DELETE,logs,4554,success,2026-03-24 21:09:39.100918,0
UPDATE,users,5620,failed,2026-03-27 05:35:39.101918,1
SELECT,orders,3059,success,2026-03-24 13:38:39.101918,0
DELETE,logs,3764,success,2026-03-30 00:07:39.101918,0
EXPORT,payments,678,success,2026-03-29 21:46:39.101918,0
INSERT,logs,1503,failed,2026-03-29 20:38:39.101918,0
SELECT,payments,9169,success,2026-03-30 14:44:39.101918,0
INSERT,payments,5585,failed,2026-03-24 21:17:39.101918,1
EXPORT,orders,6758,success,2026-03-29 13:51:39.101918,1
UPDATE,logs,1282,success,2026-03-25 10:21:39.101918,0
UPDATE,orders,4011,success,2026-03-28 02:51:39.101918,0
EXPORT,users,5453,success,2026-03-29 09:44:39.101918,1
INSERT,orders,8230,success,2026-03-27 03:35:39.101918,0
EXPORT,payments,52,failed,2026-03-25 13:56:39.101918,0
SELECT,payments,5602,failed,2026-03-29 08:13:39.101918,1
UPDATE,users,9788,failed,2026-03-30 03:36:39.101918,1
EXPORT,users,5854,failed,2026-03-25 15:31:39.101918,1
EXPORT,payments,8485,success,2026-03-26 05:25:39.101918,1
SELECT,logs,895,success,2026-03-29 20:15:39.101918,0
DELETE,payments,8226,success,2026-03-28 19:44:39.101918,0
SELECT,users,6275,failed,2026-03-30 04:32:39.101918,1
INSERT,users,5392,failed,2026-03-29 01:33:39.101918,1
INSERT,users,6060,success,2026-03-23 21:34:39.101918,0
SELECT,orders,5011,success,2026-03-24 04:35:39.101918,0
UPDATE,orders,6340,failed,2026-03-25 19:47:39.101918,1
DELETE,users,8021,success,2026-03-25 17:07:39.101918,1
DELETE,orders,2296,failed,2026-03-30 18:47:39.101918,0
INSERT,users,4523,success,2026-03-27 01:39:39.101918,0
INSERT,users,7762,failed,2026-03-28 06:05:39.101918,1
EXPORT,payments,9494,success,2026-03-24 19:20:39.101918,1
DELETE,orders,1682,failed,2026-03-25 10:14:39.101918,0
UPDATE,orders,4882,success,2026-03-25 22:03:39.101918,0
INSERT,logs,7411,failed,2026-03-28 01:01:39.101918,1
SELECT,orders,5235,failed,2026-03-27 05:28:39.101918,1
INSERT,users,9056,failed,2026-03-27 14:40:39.101918,1
UPDATE,payments,6568,failed,2026-03-29 08:05:39.102918,1
SELECT,payments,8228,failed,2026-03-30 16:02:39.102918,1
EXPORT,users,6507,failed,2026-03-26 17:58:39.102918,1
SELECT,payments,5021,success,2026-03-25 22:46:39.102918,0
SELECT,users,9787,success,2026-03-24 09:48:39.102918,0
SELECT,payments,5650,success,2026-03-29 14:56:39.102918,0
SELECT,users,7139,failed,2026-03-27 04:23:39.102918,1
INSERT,orders,1113,failed,2026-03-29 09:53:39.102918,0
UPDATE,users,7179,success,2026-03-30 14:29:39.102918,0
INSERT,orders,7470,failed,2026-03-24 16:14:39.102918,1
UPDATE,orders,2204,success,2026-03-29 09:29:39.102918,0
UPDATE,orders,5182,failed,2026-03-23 23:07:39.102918,1
INSERT,users,6774,failed,2026-03-28 17:24:39.102918,1
SELECT,orders,8741,failed,2026-03-24 10:45:39.102918,1
SELECT,payments,14,failed,2026-03-27 14:14:39.102918,0
INSERT,payments,6332,failed,2026-03-26 06:48:39.102918,1
DELETE,logs,2998,failed,2026-03-23 23:32:39.102918,0
EXPORT,logs,492,success,2026-03-29 21:41:39.102918,0
EXPORT,users,1785,success,2026-03-27 04:35:39.102918,1
EXPORT,orders,7327,failed,2026-03-26 20:07:39.102918,1
UPDATE,users,4619,failed,2026-03-29 18:09:39.102918,0
SELECT,users,9755,failed,2026-03-23 23:50:39.102918,1
INSERT,orders,3102,failed,2026-03-28 23:42:39.102918,0
SELECT,logs,4985,success,2026-03-27 15:23:39.102918,0
EXPORT,payments,6263,failed,2026-03-29 23:19:39.102918,1
SELECT,logs,2472,failed,2026-03-24 08:02:39.102918,0
DELETE,payments,1952,success,2026-03-29 13:44:39.102918,0
DELETE,users,225,failed,2026-03-27 14:31:39.102918,1
EXPORT,users,9059,failed,2026-03-27 12:32:39.102918,1
UPDATE,orders,4436,success,2026-03-24 21:37:39.102918,0
UPDATE,payments,3380,success,2026-03-30 14:10:39.103919,0
INSERT,payments,181,failed,2026-03-27 09:57:39.103919,0
INSERT,payments,3354,failed,2026-03-28 17:07:39.103919,0
DELETE,logs,4246,success,2026-03-24 02:23:39.103919,0
INSERT,users,4268,success,2026-03-28 02:06:39.103919,0
SELECT,payments,9096,failed,2026-03-30 06:52:39.103919,1
SELECT,payments,6445,success,2026-03-29 21:36:39.103919,0
DELETE,orders,7857,failed,2026-03-25 17:44:39.103919,1
DELETE,logs,80,success,2026-03-30 10:31:39.103919,0
UPDATE,users,5336,failed,2026-03-30 14:06:39.103919,1
DELETE,users,6286,success,2026-03-26 11:10:39.103919,1
SELECT,payments,9969,failed,2026-03-27 16:00:39.103919,1
DELETE,users,6454,failed,2026-03-30 17:43:39.103919,1
SELECT,orders,1955,failed,2026-03-24 10:45:39.103919,0
EXPORT,payments,9735,failed,2026-03-25 03:47:39.103919,1
DELETE,orders,9173,success,2026-03-30 05:28:39.103919,0
UPDATE,orders,8698,failed,2026-03-24 15:39:39.103919,1
INSERT,orders,3967,success,2026-03-28 14:42:39.103919,0
DELETE,orders,268,failed,2026-03-30 15:14:39.103919,0
INSERT,payments,2633,success,2026-03-29 21:05:39.103919,0
EXPORT,payments,5842,success,2026-03-28 05:51:39.103919,1
UPDATE,orders,1823,success,2026-03-29 09:29:39.103919,0
INSERT,orders,3562,failed,2026-03-24 00:35:39.103919,0
DELETE,orders,9991,failed,2026-03-29 16:18:39.103919,1
SELECT,orders,5599,failed,2026-03-30 11:03:39.103919,1
UPDATE,users,3307,failed,2026-03-27 20:45:39.103919,0
INSERT,logs,5988,success,2026-03-24 08:15:39.103919,0
INSERT,payments,7765,success,2026-03-29 07:07:39.103919,0
SELECT,users,1454,failed,2026-03-25 12:53:39.104920,0
EXPORT,logs,2635,failed,2026-03-26 02:21:39.104920,1
SELECT,payments,6954,success,2026-03-30 00:11:39.104920,0
UPDATE,orders,4141,success,2026-03-26 22:42:39.104920,0
SELECT,logs,4176,success,2026-03-26 00:05:39.104920,0
UPDATE,orders,2755,failed,2026-03-30 10:53:39.104920,0
UPDATE,payments,8384,success,2026-03-27 11:15:39.104920,0
INSERT,orders,5246,failed,2026-03-26 04:33:39.104920,1
SELECT,users,3734,failed,2026-03-29 01:21:39.104920,0
EXPORT,payments,6563,success,2026-03-30 02:23:39.104920,1
DELETE,logs,7691,failed,2026-03-27 15:04:39.104920,1
UPDATE,users,8034,success,2026-03-30 00:01:39.104920,0
DELETE,logs,7702,failed,2026-03-26 06:48:39.104920,1
DELETE,logs,1541,success,2026-03-27 19:33:39.104920,0
EXPORT,logs,9455,failed,2026-03-29 23:48:39.104920,1
DELETE,orders,3327,success,2026-03-27 01:43:39.104920,0
EXPORT,payments,9668,success,2026-03-30 03:21:39.104920,1
EXPORT,logs,3666,success,2026-03-28 22:02:39.104920,1
UPDATE,payments,6324,success,2026-03-28 09:40:39.104920,0
EXPORT,payments,8719,success,2026-03-26 06:02:39.104920,1
INSERT,orders,1404,success,2026-03-24 23:51:39.104920,0
UPDATE,users,4504,success,2026-03-25 08:35:39.104920,0
DELETE,logs,3889,success,2026-03-24 13:49:39.104920,0
SELECT,orders,7207,success,2026-03-25 06:17:39.104920,0
DELETE,orders,7881,success,2026-03-29 19:49:39.104920,0
INSERT,users,2665,failed,2026-03-28 07:44:39.104920,0
UPDATE,logs,3354,failed,2026-03-28 20:05:39.104920,0
SELECT,payments,3820,success,2026-03-24 16:39:39.104920,0
UPDATE,orders,7130,success,2026-03-28 05:46:39.104920,0
UPDATE,users,373,failed,2026-03-25 06:34:39.104920,0
SELECT,logs,1328,failed,2026-03-24 17:54:39.104920,0
UPDATE,orders,6040,failed,2026-03-25 04:08:39.104920,1
UPDATE,payments,5614,failed,2026-03-26 05:56:39.104920,1
UPDATE,orders,7175,success,2026-03-29 10:16:39.105926,0
UPDATE,logs,6410,success,2026-03-25 05:16:39.105926,0
SELECT,payments,4740,success,2026-03-25 04:27:39.105926,0
INSERT,payments,8153,success,2026-03-30 03:22:39.105926,0
DELETE,orders,2494,success,2026-03-26 11:33:39.105926,0
SELECT,logs,7717,failed,2026-03-29 09:21:39.105926,1
DELETE,users,7308,success,2026-03-26 04:41:39.105926,1
EXPORT,orders,7977,failed,2026-03-25 09:52:39.105926,1
INSERT,orders,9544,failed,2026-03-24 09:12:39.105926,1
SELECT,payments,9692,success,2026-03-25 20:03:39.105926,0
EXPORT,orders,549,failed,2026-03-29 08:39:39.105926,0
EXPORT,logs,8815,failed,2026-03-30 08:21:39.105926,1
SELECT,users,3646,success,2026-03-27 11:55:39.105926,0
INSERT,users,7612,success,2026-03-29 16:11:39.105926,0
SELECT,payments,7296,failed,2026-03-25 08:03:39.105926,1
UPDATE,users,8483,failed,2026-03-27 16:30:39.105926,1
DELETE,users,9269,success,2026-03-24 07:30:39.105926,1
INSERT,orders,5376,failed,2026-03-26 23:45:39.105926,1
SELECT,payments,638,failed,2026-03-24 05:21:39.105926,0
SELECT,logs,7251,success,2026-03-27 06:47:39.105926,0
SELECT,logs,3914,failed,2026-03-26 21:14:39.105926,0
SELECT,users,7304,failed,2026-03-27 12:36:39.105926,1
SELECT,logs,3043,success,2026-03-28 19:27:39.105926,0
EXPORT,users,1475,failed,2026-03-25 15:32:39.105926,1
EXPORT,payments,8110,success,2026-03-29 11:47:39.105926,1
SELECT,orders,7226,failed,2026-03-25 08:50:39.105926,1
UPDATE,logs,2950,success,2026-03-26 13:20:39.105926,0
INSERT,users,5829,failed,2026-03-28 01:50:39.105926,1
SELECT,orders,7353,success,2026-03-29 02:13:39.105926,0
DELETE,orders,2890,success,2026-03-25 15:13:39.106942,0
DELETE,payments,270,success,2026-03-24 21:20:39.106942,0
EXPORT,logs,3297,success,2026-03-30 02:57:39.106942,1
UPDATE,orders,1844,failed,2026-03-26 03:36:39.106942,0
EXPORT,payments,3925,failed,2026-03-29 21:41:39.106942,1
SELECT,payments,5265,success,2026-03-29 23:34:39.106942,0
INSERT,logs,6849,success,2026-03-27 10:10:39.106942,0
EXPORT,orders,6698,failed,2026-03-25 17:58:39.106942,1
DELETE,logs,5123,failed,2026-03-25 01:04:39.106942,1
EXPORT,payments,249,failed,2026-03-28 08:53:39.106942,0
EXPORT,orders,3391,failed,2026-03-27 00:22:39.106942,1
EXPORT,users,8889,success,2026-03-26 03:25:39.106942,1
UPDATE,payments,3712,failed,2026-03-29 23:28:39.106942,0
EXPORT,orders,1699,success,2026-03-29 14:52:39.106942,1
SELECT,users,451,failed,2026-03-28 11:51:39.106942,0
UPDATE,orders,6128,success,2026-03-29 03:26:39.106942,0
SELECT,logs,2786,success,2026-03-29 17:43:39.106942,0
SELECT,payments,1641,success,2026-03-28 00:07:39.106942,0
SELECT,orders,4834,failed,2026-03-29 17:48:39.106942,0
DELETE,logs,8162,success,2026-03-30 06:33:39.106942,0
DELETE,logs,1375,success,2026-03-30 02:07:39.107507,0
SELECT,users,4289,failed,2026-03-29 20:25:39.107507,0
DELETE,logs,3910,failed,2026-03-25 08:12:39.107507,0
DELETE,payments,8988,success,2026-03-30 07:59:39.107507,0
EXPORT,payments,3419,failed,2026-03-24 04:15:39.107507,1
SELECT,payments,4796,failed,2026-03-29 21:20:39.107507,0
EXPORT,users,270,failed,2026-03-27 17:21:39.107507,0
SELECT,orders,8477,success,2026-03-26 23:21:39.107507,0
SELECT,orders,2802,success,2026-03-29 01:24:39.107507,0
DELETE,payments,3268,failed,2026-03-28 07:22:39.107507,0
DELETE,payments,7621,failed,2026-03-25 18:18:39.107507,1
INSERT,logs,7628,success,2026-03-28 08:32:39.107507,0
SELECT,logs,5531,success,2026-03-25 20:33:39.107507,0
DELETE,payments,1980,success,2026-03-29 22:52:39.107507,0
EXPORT,payments,536,success,2026-03-24 10:34:39.107507,0
INSERT,orders,523,success,2026-03-24 13:55:39.107507,0
SELECT,logs,1685,failed,2026-03-25 19:28:39.107507,0
INSERT,users,5463,failed,2026-03-24 02:50:39.107507,1
INSERT,logs,5791,failed,2026-03-25 18:41:39.107507,1
EXPORT,payments,1247,failed,2026-03-28 13:31:39.107507,1
INSERT,logs,5720,failed,2026-03-29 20:59:39.107507,1
INSERT,payments,7362,success,2026-03-30 18:42:39.107507,0
DELETE,orders,993,success,2026-03-29 07:10:39.107507,0
UPDATE,payments,8607,success,2026-03-29 00:54:39.107507,0
UPDATE,logs,2164,success,2026-03-29 08:45:39.107507,0
DELETE,users,4661,failed,2026-03-24 08:10:39.107507,1
DELETE,logs,8717,failed,2026-03-25 22:13:39.107507,1
SELECT,payments,5942,failed,2026-03-29 19:58:39.107507,1
DELETE,orders,9838,success,2026-03-26 03:13:39.108457,0
EXPORT,logs,3265,failed,2026-03-30 13:02:39.108457,1
SELECT,orders,105,success,2026-03-25 06:27:39.108457,0
UPDATE,users,8009,failed,2026-03-26 04:23:39.108457,1
INSERT,payments,2872,success,2026-03-30 15:58:39.108457,0
SELECT,payments,9688,success,2026-03-26 16:03:39.108457,0
DELETE,logs,9567,failed,2026-03-26 04:18:39.108457,1
UPDATE,orders,9831,failed,2026-03-27 16:38:39.108457,1
SELECT,orders,3602,success,2026-03-24 19:33:39.108457,0
DELETE,orders,1484,success,2026-03-26 11:29:39.108457,0
INSERT,payments,7510,success,2026-03-29 13:11:39.108457,0
SELECT,users,1265,success,2026-03-25 01:15:39.108457,0
UPDATE,orders,7538,failed,2026-03-26 11:12:39.108457,1
UPDATE,payments,9641,failed,2026-03-26 09:56:39.108457,1
EXPORT,logs,9349,failed,2026-03-24 23:51:39.108457,1
SELECT,users,9810,success,2026-03-28 07:17:39.108457,0
EXPORT,users,3060,success,2026-03-26 07:54:39.108457,1
INSERT,payments,1627,success,2026-03-25 16:39:39.108457,0
DELETE,orders,2008,success,2026-03-26 20:00:39.108457,0
UPDATE,users,9488,failed,2026-03-30 18:05:39.108457,1
EXPORT,users,635,success,2026-03-26 10:42:39.108457,0
SELECT,orders,9744,success,2026-03-25 09:59:39.108457,0
UPDATE,orders,4512,success,2026-03-29 04:00:39.108457,0
UPDATE,users,9944,failed,2026-03-28 03:04:39.108457,1
INSERT,orders,4346,success,2026-03-28 23:23:39.108457,0
INSERT,payments,1372,success,2026-03-24 06:01:39.108457,0
EXPORT,payments,9785,failed,2026-03-30 05:38:39.108457,1
DELETE,logs,6390,success,2026-03-27 01:32:39.108457,0
DELETE,users,992,failed,2026-03-24 15:47:39.108457,1
DELETE,orders,1512,failed,2026-03-27 16:13:39.108457,0
UPDATE,users,6420,success,2026-03-29 06:34:39.108457,0
SELECT,users,6377,failed,2026-03-25 07:23:39.108457,1
DELETE,orders,5560,failed,2026-03-24 04:39:39.108457,1
UPDATE,orders,4127,failed,2026-03-24 09:58:39.108457,0
EXPORT,orders,878,success,2026-03-29 07:12:39.109524,0
UPDATE,users,6961,failed,2026-03-29 20:10:39.109524,1
UPDATE,users,7999,failed,2026-03-29 00:29:39.109524,1
SELECT,payments,1288,failed,2026-03-30 06:45:39.109524,0
SELECT,payments,9516,success,2026-03-27 18:26:39.109524,0
DELETE,payments,9897,success,2026-03-28 07:20:39.109524,0
DELETE,orders,7192,failed,2026-03-27 00:58:39.109524,1
EXPORT,payments,192,success,2026-03-27 06:43:39.109524,0
DELETE,logs,4339,success,2026-03-29 06:38:39.109524,0
INSERT,logs,1173,failed,2026-03-26 10:30:39.109524,0
SELECT,orders,9468,failed,2026-03-28 19:01:39.109524,1
DELETE,users,5495,success,2026-03-27 14:50:39.109524,1
INSERT,logs,7862,failed,2026-03-27 04:21:39.109524,1
SELECT,users,7545,failed,2026-03-24 11:21:39.109524,1
UPDATE,users,5524,failed,2026-03-25 11:41:39.109524,1
UPDATE,users,6640,success,2026-03-24 23:49:39.109524,0
INSERT,payments,4361,success,2026-03-25 11:24:39.109524,0
DELETE,users,705,failed,2026-03-25 16:29:39.109524,1
INSERT,users,7789,success,2026-03-25 03:01:39.109524,0
UPDATE,users,9317,failed,2026-03-29 22:31:39.109524,1
EXPORT,payments,7736,failed,2026-03-28 09:03:39.109524,1
DELETE,logs,7580,failed,2026-03-27 06:47:39.109524,1
INSERT,orders,7243,success,2026-03-27 02:47:39.109524,0
UPDATE,payments,7491,failed,2026-03-24 03:31:39.109524,1
EXPORT,logs,4507,failed,2026-03-23 22:10:39.109524,1
UPDATE,payments,1886,success,2026-03-30 12:48:39.110536,0
UPDATE,users,7049,failed,2026-03-27 04:33:39.110536,1
EXPORT,orders,601,success,2026-03-25 15:49:39.110536,0
UPDATE,logs,3284,success,2026-03-27 09:03:39.110536,0
EXPORT,orders,5788,failed,2026-03-24 09:27:39.110536,1
SELECT,users,5490,failed,2026-03-24 22:08:39.110536,1
EXPORT,logs,972,failed,2026-03-26 16:32:39.110536,0
SELECT,orders,6230,success,2026-03-30 14:06:39.110536,0
SELECT,logs,3145,success,2026-03-29 07:02:39.110536,0
EXPORT,logs,680,failed,2026-03-26 02:44:39.110536,0
DELETE,logs,8752,success,2026-03-28 06:56:39.110536,0
DELETE,logs,2717,success,2026-03-25 09:22:39.110536,0
DELETE,payments,4562,success,2026-03-24 18:50:39.110536,0
EXPORT,users,1819,success,2026-03-29 14:35:39.111664,1
INSERT,payments,736,success,2026-03-24 10:22:39.111664,0
UPDATE,users,451,success,2026-03-24 23:10:39.111664,0
